"sample_year","est","lwr","upr","log_est","se","se_natural","type","model","region","species","est_mean","est_mean_sd"
2004,18882.7055190379,12289.6627142755,29012.7219931375,9.84600173022941,0.21913054288212,3044.7047488574,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2005,34406.7289573272,25424.1203631116,46562.9874558263,10.4460074334571,0.154367025540496,3983.09562286751,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2006,24008.6105851653,17382.9098668275,33159.7751266089,10.0861678193678,0.164760684859643,3431.27430945708,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2007,202198.943433677,114171.195680336,358097.43851826,12.2170073602021,0.291614053772553,49773.3034022653,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2008,45149.823942658,18343.1149861512,111131.97532655,10.7177416594501,0.45956562905935,11024.1834062963,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2009,97815.315139465,38873.1586006386,246129.623119323,11.490836440281,0.470813324319334,25637.2858445028,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2010,6447.21567275778,3433.91441844518,12104.7250647191,8.77140363794757,0.321407701160281,1335.3818540948,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2011,6634.06850609452,3420.9030373765,12865.2769349777,8.79997354596778,0.337921364868367,1415.70306860303,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2012,5422.86700225607,2960.38391295174,9933.67326295058,8.59837992178577,0.308835104793286,1152.71032247822,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2014,45206.0669455275,20792.3546377915,98285.5729561846,10.7189865812716,0.396255214263029,13650.90499014,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2016,10979.6479720485,5457.4344437996,22089.6230328656,9.3037986537161,0.356672154696945,2338.99765917529,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2018,68939.1015685402,18795.2797396696,252861.345556172,11.1409788079079,0.663082474241113,21782.9823954142,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2022,4657.44841778534,1367.71133349021,15859.9444438152,8.44622302732807,0.625179327073276,1242.48507594381,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2024,3559.97260310136,1093.89679872113,11585.5581163128,8.17750812805842,0.602055187098787,927.363375880173,"index","sebs.herring","SEBS","Herring",42671.2011797314,52566.6108605462
2003,186.855416931648,37.485867220861,931.416275658943,5.23033514631484,0.819592181874054,73.7923320669175,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2004,180.934556719681,37.2948062419916,877.798200718018,5.19813540080077,0.805770585146159,70.1901095950734,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2005,984.752051578627,165.632249156076,5854.75719872964,6.89238988519855,0.909516672238595,432.693914713238,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2006,1914.89045595469,278.624807351709,13160.3696496333,7.55741569682176,0.983461743044892,920.423297054859,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2007,1218.35725498383,418.769063850693,3544.66107673366,7.10525871805666,0.544876905271637,351.728813256357,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2008,81.1920911197604,12.2834286323453,536.670652609215,4.39681784242099,0.963572172234152,36.0695198320977,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2009,7937.10254163004,2752.01880428589,22891.4121728528,8.9793035684518,0.540425000063331,2157.84421571955,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2010,24124.5160604369,12074.9151186672,48198.4568364001,10.090983866335,0.353117926047651,5319.03843812988,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2011,41502.9971823803,19897.057618426,86570.5275701427,10.6335209248731,0.37510576177029,8513.90183291278,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2012,18693.8568637357,10137.1023417835,34473.3901917337,9.8359502389108,0.312246945628436,3549.74924668226,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2014,244.265718163523,80.4158700139921,741.964752225647,5.49825664162009,0.566870159576254,70.9748598859863,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2018,29.0643999122649,0.148895592124905,5673.36702319187,3.36951405453608,2.69087801550912,30.3950853750846,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2022,39.9658382181023,1.37217509762754,1164.04111052384,3.68802504466267,1.72024992699838,28.9862995012924,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2024,205.828730063596,19.9094947305386,2127.90262600737,5.32704441552044,1.19178091733513,114.192460157252,"index","sebs.capelin","SEBS","Capelin",6953.1842258449,12546.5097606491
2004,1152947.46461133,875564.828775769,1518206.09104676,13.9578322341293,0.1404147018093,125993.344807844,"index","sebs.jellyfish","SEBS","Jellyfish",1928989.52563292,1755371.33164326
