"sample_year","est","lwr","upr","log_est","se","model","region","species"
2009,167277.424262839,109913.947835295,254578.579143934,12.0274089362248,0.214267146396337,"sebs.forage","SEBS","Forage"
2010,102364.15755863,67476.9954554876,155288.786673976,11.5362919064734,0.212631404992727,"sebs.forage","SEBS","Forage"
2011,89315.5430525586,60400.8059650929,132072.181874257,11.3999308060589,0.199581768602672,"sebs.forage","SEBS","Forage"
2012,66583.197507694,49335.7078763167,89860.3137804935,11.1062075350238,0.152964106402359,"sebs.forage","SEBS","Forage"
2014,468876.023810657,351991.872457595,624573.300995686,13.0580936709289,0.1462936607438,"sebs.forage","SEBS","Forage"
2016,486241.576025327,326486.487161538,724167.399119992,13.0944608493952,0.203226698369331,"sebs.forage","SEBS","Forage"
2018,931007.293701524,442586.962732296,1958427.73039321,13.7440223904944,0.379410104619231,"sebs.forage","SEBS","Forage"
2022,229862.147201322,122215.462309334,432323.420601807,12.3452350482231,0.322298880326968,"sebs.forage","SEBS","Forage"
2024,98571.3264692495,48790.0414920271,199145.278519493,11.4985356916984,0.358809750595072,"sebs.forage","SEBS","Forage"
2003,209516.167476392,125176.448665368,350681.177665815,12.2525561870918,0.262799000850462,"sebs.pollock","SEBS","Pollock"
2004,814724.881976409,541804.588679615,1225121.83761512,13.6106057671069,0.208139074188983,"sebs.pollock","SEBS","Pollock"
2005,953982.836087534,521559.985633953,1744925.37122727,13.7684009587461,0.30807779710031,"sebs.pollock","SEBS","Pollock"
2006,115254.170679382,79485.7569616384,167118.290958756,11.6548951483116,0.18957594341828,"sebs.pollock","SEBS","Pollock"
2007,29676.8563414295,18186.9584123478,48425.6785737133,10.2981227732561,0.249832513078446,"sebs.pollock","SEBS","Pollock"
2008,78243.8326991338,32112.1205495106,190647.557703671,11.2675852899498,0.454394301075185,"sebs.pollock","SEBS","Pollock"
2009,1426.67873021328,446.216150309977,4561.49379135876,7.26310445562895,0.593021600512728,"sebs.pollock","SEBS","Pollock"
2010,8809.73352744314,4908.44591569452,15811.8080870357,9.08361247187156,0.29842375671846,"sebs.pollock","SEBS","Pollock"
2011,11322.7192090123,4654.40486190727,27544.6537398126,9.33456653572097,0.453578336341811,"sebs.pollock","SEBS","Pollock"
2012,12121.7079833377,7375.66065502119,19921.7143122334,9.40275317241226,0.253480379636187,"sebs.pollock","SEBS","Pollock"
2014,263357.958672194,187728.088736015,369456.775823865,12.481269445348,0.172717248720342,"sebs.pollock","SEBS","Pollock"
2016,281047.194655451,161038.964514362,490487.043690937,12.5462778867239,0.284125759867943,"sebs.pollock","SEBS","Pollock"
2018,418191.911435404,158886.208922707,1100690.08490896,12.9436957244109,0.493760178353672,"sebs.pollock","SEBS","Pollock"
2022,70613.0126931317,31065.2266693124,160507.361323263,11.164969722264,0.418949210116009,"sebs.pollock","SEBS","Pollock"
2024,33205.089352039,13446.3449415292,81998.3395987089,10.4104584368924,0.461230842751877,"sebs.pollock","SEBS","Pollock"
2003,59201.3473859155,30710.4071915621,114124.16352691,10.9886995805103,0.334874881931849,"sebs.herring","SEBS","Herring"
2004,23953.4637075202,14238.3648139041,40297.3537401701,10.0838682148257,0.265399196638587,"sebs.herring","SEBS","Herring"
2005,36695.9232708323,26482.493433832,50848.3382829242,10.5104209453339,0.1664223319305,"sebs.herring","SEBS","Herring"
2006,22046.5257749985,12228.8955226704,39745.9687055645,10.0009103072364,0.300696031222857,"sebs.herring","SEBS","Herring"
2007,138965.27003921,74599.9263181495,258865.487275586,11.8419793250606,0.317395896796351,"sebs.herring","SEBS","Herring"
2008,47461.3378726167,20258.8369999682,111189.926285612,10.7676707190702,0.434357137877621,"sebs.herring","SEBS","Herring"
2009,101162.892756411,36173.6181813533,282911.452748195,11.5244872962273,0.524704510763887,"sebs.herring","SEBS","Herring"
2010,6185.68774031132,3502.90266304051,10923.1504558639,8.72999347352142,0.29013096257791,"sebs.herring","SEBS","Herring"
2011,6019.94035163388,3213.31477540713,11277.974418998,8.70283262988731,0.32029889896322,"sebs.herring","SEBS","Herring"
2012,5782.43269304528,2883.17936786524,11597.1029143275,8.6625797542705,0.355073281119491,"sebs.herring","SEBS","Herring"
2014,42960.1358425003,19362.1767450685,95318.4807630755,10.6680278912471,0.406615176525694,"sebs.herring","SEBS","Herring"
2016,14550.9224176736,5886.94333489672,35965.9217288645,9.58540966699386,0.461701077475522,"sebs.herring","SEBS","Herring"
2018,59232.3717251106,17795.3940696802,197156.289231011,10.9892234911016,0.61354624774809,"sebs.herring","SEBS","Herring"
2022,4046.4222342061,1161.14759391471,14101.1642131347,8.30558837071231,0.636962862787381,"sebs.herring","SEBS","Herring"
2024,3068.68291973902,892.82840395962,10547.1721331168,8.02900373215574,0.629914292457566,"sebs.herring","SEBS","Herring"
2003,129.711647534102,24.4481096020531,688.196829115911,4.86531389094567,0.851424315990655,"sebs.capelin","SEBS","Capelin"
2004,205.929155600154,41.9843132102159,1010.0633756675,5.32753220478712,0.811359884063596,"sebs.capelin","SEBS","Capelin"
2005,1072.03618117642,168.172369805324,6833.83111673881,6.9773150921586,0.945081462011318,"sebs.capelin","SEBS","Capelin"
2006,1586.74872501567,242.029540203411,10402.7446989439,7.36944237466691,0.959396501076427,"sebs.capelin","SEBS","Capelin"
2007,1076.25219330818,379.029506650457,3056.01216601024,6.98124009365687,0.532472048403901,"sebs.capelin","SEBS","Capelin"
2008,59.1802031732675,8.6849059150905,403.262451184853,4.08058708010689,0.979099885836876,"sebs.capelin","SEBS","Capelin"
2009,6748.62571135687,2275.38170142067,20015.9599435783,8.81709416482012,0.554699512460474,"sebs.capelin","SEBS","Capelin"
2010,18228.3649380257,8923.80612915672,37234.4808375217,9.8107341729221,0.36442319751643,"sebs.capelin","SEBS","Capelin"
2011,41010.2837811553,19767.748871832,85080.1670294098,10.621578138166,0.372339032812209,"sebs.capelin","SEBS","Capelin"
2012,16112.7811912949,8422.21272219595,30825.8323889563,9.68736809884349,0.330995996680817,"sebs.capelin","SEBS","Capelin"
2014,258.809893659715,86.448373326057,774.827315761223,5.55609379087484,0.559472727013152,"sebs.capelin","SEBS","Capelin"
2018,26.0205031595024,0.143759585294999,4709.71436989274,3.25888481031101,2.6523434984167,"sebs.capelin","SEBS","Capelin"
2022,40.6438567999498,1.49927675681415,1101.81331636531,3.70484770034092,1.6836354630305,"sebs.capelin","SEBS","Capelin"
2024,234.135574133289,24.3480899216194,2251.48942899413,5.45590032422184,1.15484107782989,"sebs.capelin","SEBS","Capelin"
