"sample_year","est","lwr","upr","log_est","se","model","region","species"
2018,68939.1015685787,18795.2797390844,252861.345564326,11.1409788079085,0.663082474257282,"sebs.herring","SEBS","Herring"
2022,4657.44841777846,1367.71133348602,15859.9444438169,8.44622302732659,0.625179327074085,"sebs.herring","SEBS","Herring"
2024,3559.97260309591,1093.89679871879,11585.5581163022,8.17750812805689,0.602055187099097,"sebs.herring","SEBS","Herring"
2003,186.855416937273,37.4858672250226,931.416275611618,5.23033514634495,0.819592181832771,"sebs.capelin","SEBS","Capelin"
2004,180.934556693115,37.2948062441131,877.798200410319,5.19813540065395,0.805770585042223,"sebs.capelin","SEBS","Capelin"
2005,984.752051765004,165.632249284451,5854.75719640802,6.89238988538782,0.909516671939714,"sebs.capelin","SEBS","Capelin"
2006,1914.89045577316,278.624807422485,13160.3696437952,7.55741569672697,0.98346174286692,"sebs.capelin","SEBS","Capelin"
2007,1218.35725506676,418.769063872623,3544.66107703054,7.10525871812473,0.544876905279644,"sebs.capelin","SEBS","Capelin"
2008,81.1920911067056,12.2834286294859,536.670652561561,4.3968178422602,0.963572172270885,"sebs.capelin","SEBS","Capelin"
2009,7937.10254165859,2752.01880468649,22891.4121696854,8.9793035684554,0.540424999990899,"sebs.capelin","SEBS","Capelin"
2010,24124.5160614931,12074.9151173489,48198.4568458826,10.0909838663788,0.353117926125692,"sebs.capelin","SEBS","Capelin"
2011,41502.9971814109,19897.0576181492,86570.527567303,10.6335209248498,0.375105761765471,"sebs.capelin","SEBS","Capelin"
2012,18693.856865307,10137.1023423458,34473.3901956166,9.83595023899486,0.312246945643018,"sebs.capelin","SEBS","Capelin"
2014,244.265718170232,80.4158700104331,741.964752299243,5.49825664164756,0.566870159612849,"sebs.capelin","SEBS","Capelin"
2018,29.0644001746736,0.148895594036732,5673.36705278984,3.3695140635646,2.69087801356443,"sebs.capelin","SEBS","Capelin"
2022,39.9658382511089,1.37217509865115,1164.04111157819,3.68802504548854,1.72024992703915,"sebs.capelin","SEBS","Capelin"
2024,205.828730026731,19.9094947227093,2127.90262608191,5.32704441534134,1.19178091744438,"sebs.capelin","SEBS","Capelin"
2004,1152947.46445459,875564.828764196,1518206.09065405,13.9578322339933,0.140414701746684,"sebs.jellyfish","SEBS","Jellyfish"
2005,1137942.07795319,851165.426044284,1521340.19211097,13.9447319942651,0.148150791397221,"sebs.jellyfish","SEBS","Jellyfish"
2006,267619.45683801,214819.052013727,333397.680545089,12.4973213132553,0.112129600737324,"sebs.jellyfish","SEBS","Jellyfish"
2007,279502.747014706,223943.287965001,348846.291838745,12.5407673998464,0.113073138863833,"sebs.jellyfish","SEBS","Jellyfish"
2008,1555043.44364549,938838.409292328,2575693.63129015,14.2570140412409,0.257461560477784,"sebs.jellyfish","SEBS","Jellyfish"
2009,1876996.70713864,1314609.02828657,2679972.95226342,14.4451835612457,0.181704205567331,"sebs.jellyfish","SEBS","Jellyfish"
2010,2266406.63627583,1830200.92060291,2806576.58027132,14.6337061556074,0.109068251163575,"sebs.jellyfish","SEBS","Jellyfish"
2011,866422.099392652,587312.965617721,1278172.45363622,13.6721274814912,0.19837832054016,"sebs.jellyfish","SEBS","Jellyfish"
2012,3152752.24463092,2164205.32411452,4592839.04594042,14.9637863577776,0.191953813715028,"sebs.jellyfish","SEBS","Jellyfish"
